car
2403163,2403166,2403169,2403172,2403175,2403178,2403181,2403184,2403187,2403190,2403193,2403196,2403199,2403202,2403205,2403208,2403211,2403223
3.0,5.0,3.0,13.0,12.0,17.0,6.0,3.0,11.0,6.0,4.0,9.0,3.0,1.0,1.0,1.0,1.0,1.0,
diabetes
2865399,2865402,2865405,2865408,2865411,2865414,2865417,2865420,2865423,2865426,2865429,2865432,2865438,2865441,2865447,2865453
3.0,3.0,7.0,14.0,15.0,14.0,14.0,7.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,
energy
2403163,2403166,2403169,2403172,2403175,2403178,2403181,2403184,2403187,2403190,2403193,2403196,2403199,2403202
1.0,3.0,8.0,12.0,13.0,8.0,10.0,10.0,6.0,12.0,9.0,5.0,2.0,1.0,
house
2403163,2403166,2403169,2403172,2403175,2403178,2403181,2403184,2403187,2403190,2403193,2403196,2403199,2403202,2403205,2403208,2403211
3.0,4.0,5.0,7.0,12.0,12.0,11.0,12.0,5.0,10.0,5.0,8.0,1.0,1.0,1.0,1.0,2.0,
medical
2403166,2403169,2403172,2403175,2403178,2403181,2403184,2403187,2403190,2403193,2403196,2403199,2403202,2403205
4.0,5.0,11.0,12.0,16.0,15.0,9.0,6.0,10.0,4.0,3.0,1.0,1.0,3.0,
car
4383453,4383458,4383463,4383468,4383473,4383478,4383483,4383488,4383493,4383498,4383503,4383508,4383513,4383518,4383523,4383528,4383533,4383553
3.0,5.0,3.0,13.0,12.0,17.0,6.0,3.0,11.0,6.0,4.0,9.0,3.0,1.0,1.0,1.0,1.0,1.0,
diabetes
5025738,5025743,5025748,5025753,5025758,5025763,5025768,5025773,5025778,5025783,5025788,5025793,5025803,5025808,5025818,5025828
3.0,3.0,7.0,14.0,15.0,14.0,14.0,7.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,
energy
4383453,4383458,4383463,4383468,4383473,4383478,4383483,4383488,4383493,4383498,4383503,4383508,4383513,4383518
1.0,3.0,8.0,12.0,13.0,8.0,10.0,10.0,6.0,12.0,9.0,5.0,2.0,1.0,
house
4383453,4383458,4383463,4383468,4383473,4383478,4383483,4383488,4383493,4383498,4383503,4383508,4383513,4383518,4383523,4383528,4383533
3.0,4.0,5.0,7.0,12.0,12.0,11.0,12.0,5.0,10.0,5.0,8.0,1.0,1.0,1.0,1.0,2.0,
medical
4383458,4383463,4383468,4383473,4383478,4383483,4383488,4383493,4383498,4383503,4383508,4383513,4383518,4383523
4.0,5.0,11.0,12.0,16.0,15.0,9.0,6.0,10.0,4.0,3.0,1.0,1.0,3.0,
car
2306577,2306580,2306583,2306586,2306589,2306592,2306595,2306598,2306601,2306604,2306607,2306610,2306613,2306619,2306643
2.0,5.0,11.0,9.0,10.0,15.0,8.0,17.0,7.0,3.0,3.0,5.0,3.0,1.0,1.0,
diabetes
2535656,2535659,2535662,2535665,2535668,2535671,2535674,2535677,2535680,2535683,2535686,2535692,2535695,2535701
8.0,6.0,14.0,11.0,13.0,15.0,13.0,8.0,3.0,2.0,3.0,1.0,2.0,1.0,
energy
2306577,2306580,2306583,2306586,2306589,2306592,2306595,2306598,2306601,2306604,2306607,2306610,2306613,2306616
1.0,3.0,6.0,18.0,11.0,11.0,17.0,9.0,10.0,3.0,3.0,5.0,1.0,2.0,
house
2306577,2306580,2306583,2306586,2306589,2306592,2306595,2306598,2306601,2306604,2306607,2306610,2306613,2306625,2306628
1.0,3.0,4.0,7.0,12.0,13.0,20.0,8.0,8.0,8.0,7.0,2.0,3.0,3.0,1.0,
medical
2306577,2306580,2306583,2306586,2306589,2306592,2306595,2306598,2306601,2306604,2306607,2306610,2306613,2306616,2306622,2306625,2306628
1.0,5.0,8.0,9.0,11.0,7.0,17.0,13.0,4.0,5.0,11.0,2.0,3.0,1.0,1.0,1.0,1.0,
car
4200128,4200133,4200138,4200143,4200148,4200153,4200158,4200163,4200168,4200173,4200178,4200183,4200188,4200198,4200238
2.0,5.0,11.0,9.0,10.0,15.0,8.0,17.0,7.0,3.0,3.0,5.0,3.0,1.0,1.0,
diabetes
4565448,4565453,4565458,4565463,4565468,4565473,4565478,4565483,4565488,4565493,4565498,4565508,4565513,4565523
8.0,6.0,14.0,11.0,13.0,15.0,13.0,8.0,3.0,2.0,3.0,1.0,2.0,1.0,
energy
4200128,4200133,4200138,4200143,4200148,4200153,4200158,4200163,4200168,4200173,4200178,4200183,4200188,4200193
1.0,3.0,6.0,18.0,11.0,11.0,17.0,9.0,10.0,3.0,3.0,5.0,1.0,2.0,
house
4200128,4200133,4200138,4200143,4200148,4200153,4200158,4200163,4200168,4200173,4200178,4200183,4200188,4200208,4200213
1.0,3.0,4.0,7.0,12.0,13.0,20.0,8.0,8.0,8.0,7.0,2.0,3.0,3.0,1.0,
medical
4200128,4200133,4200138,4200143,4200148,4200153,4200158,4200163,4200168,4200173,4200178,4200183,4200188,4200193,4200203,4200208,4200213
1.0,5.0,8.0,9.0,11.0,7.0,17.0,13.0,4.0,5.0,11.0,2.0,3.0,1.0,1.0,1.0,1.0,
car
2306577,2306580,2306583,2306586,2306589,2306592,2306595,2306598,2306601,2306604,2306607,2306610,2306613,2306619,2306643
2.0,5.0,11.0,9.0,10.0,15.0,8.0,17.0,7.0,3.0,3.0,5.0,3.0,1.0,1.0,
car
2306577,2306580,2306583,2306586,2306589,2306592,2306595,2306598,2306601,2306604,2306607,2306610,2306613,2306619,2306643
2.0,5.0,11.0,9.0,10.0,15.0,8.0,17.0,7.0,3.0,3.0,5.0,3.0,1.0,1.0,
car
2306577,2306580,2306583,2306586,2306589,2306592,2306595,2306598,2306601,2306604,2306607,2306610,2306613,2306619,2306643
2.0,5.0,11.0,9.0,10.0,15.0,8.0,17.0,7.0,3.0,3.0,5.0,3.0,1.0,1.0,
car
2306577,2306580,2306583,2306586,2306589,2306592,2306595,2306598,2306601,2306604,2306607,2306610,2306613,2306619,2306643
2.0,5.0,11.0,9.0,10.0,15.0,8.0,17.0,7.0,3.0,3.0,5.0,3.0,1.0,1.0,
car
2306577,2306580,2306583,2306586,2306589,2306592,2306595,2306598,2306601,2306604,2306607,2306610,2306613,2306619,2306643
2.0,5.0,11.0,9.0,10.0,15.0,8.0,17.0,7.0,3.0,3.0,5.0,3.0,1.0,1.0,
