pop
car,2403175,2403178,2403181,2403178,2403202
diabetes,2865426,2865411,2865405,2865405,2865420
energy,2403184,2403181,2403187,2403187,2403166
house,2403187,2403172,2403184,2403166,2403187
medical,2403193,2403172,2403181,2403184,2403196


push
car,4383473,4383478,4383483,4383478,4383518
diabetes,5025783,5025758,5025748,5025748,5025773
energy,4383488,4383483,4383493,4383493,4383458
house,4383493,4383468,4383488,4383458,4383493
medical,4383503,4383468,4383483,4383488,4383508


