,
1664557405.84545,
1664557410.57389,4.72843861579895
1664557434.84318,24.2692909240723
1664557440.45135,5.60817003250122
1664557446.04225,5.59089183807373
1664557451.75135,5.70910811424255
1664557457.82839,6.07703328132629
1664557463.57084,5.74245619773865
1664557469.51565,5.94481158256531
1664557475.29267,5.77701497077942
1664557481.313,6.02032709121704
1664557488.33408,7.02108240127564
1664557496.12099,7.78690624237061
1664557504.68077,8.55978417396545
1664557514.18332,9.50254774093628
1664557524.41585,10.2325282096863
1664557535.74628,11.3304305076599
1664557547.72296,11.9766836166382
1664557560.94741,13.2244484424591
1664557575.04649,14.0990788936615
1664557597.17621,22.1297278404236
1664557627.8439,30.6676816940308
1664557666.34648,38.5025835037231
1664557713.5036,47.1571171283722
1664557772.16135,58.6577501296997
1664557838.17468,66.0133309364319
1664557910.18424,72.0095593929291
1664557990.07967,79.895427942276
1664558080.70632,90.6266529560089
1664558253.85518,173.148866415024
1664558516.41565,262.560460329056
1664558857.92171,341.506067991257
1664559278.46908,420.547368049622
,
1664559294.0852,
1664559299.06151,4.97630977630615
1664559305.06978,6.00827240943909
1664559311.65177,6.58198809623718
1664559319.89979,8.24801445007324
1664559330.25762,10.3578293323517
1664559345.32258,15.0649645328522
1664559389.80931,44.4867312908173
1664559457.27721,67.4678981304169
1664559528.03521,70.7580003738403
1664559631.08383,103.048620939255
1664559851.22275,220.138917684555
1664560134.59268,283.369927167892
1664560586.80828,452.215600967407
,
,
1664560603.43625,
1664560604.59417,1.15791416168213
1664560605.39419,0.800027847290039
1664560606.1874,0.79320216178894
1664560606.98486,0.79746413230896
1664560607.85344,0.868575096130371
1664560608.67794,0.82450795173645
1664560609.55657,0.878622770309448
1664560610.45435,0.897782802581787
1664560611.36852,0.914169549942017
1664560612.29291,0.924392700195313
1664560613.37068,1.07776546478271
1664560614.64722,1.27654814720154
1664560616.08415,1.43692135810852
1664560617.66518,1.58103060722351
1664560619.36425,1.69907736778259
1664560621.16312,1.79886531829834
1664560623.07997,1.91685271263123
1664560625.21498,2.13500308990479
1664560627.33833,2.1233549118042
1664560630.86363,3.52530384063721
1664560635.78928,4.92564845085144
1664560642.11617,6.32688426971436
1664560650.08144,7.96527051925659
1664560659.19757,9.11613082885742
1664560669.63104,10.4334700107574
1664560681.3599,11.7288610935211
1664560694.29272,12.9328234195709
1664560708.97401,14.6812860965729
1664560737.54351,28.5695040225983
1664560779.51531,41.9717979431152
1664560837.62797,58.1126580238342
1664560908.88839,71.2604236602783
1664560994.79497,85.9065821170807
,
1664560994.81635,
1664560995.65214,0.835792303085327
1664560996.58224,0.930096626281738
1664560997.57801,0.995771646499634
1664560998.88431,1.30629253387451
1664561000.55539,1.67108249664307
1664561003.04981,2.4944179058075
1664561010.32627,7.27646899223328
1664561021.60516,11.2788894176483
1664561033.3213,11.716136932373
1664561050.47482,17.1535215377808
1664561086.84878,36.3739609718323
1664561135.42493,48.5761480331421
1664561210.662,75.2370660305023
