pop
car,2306601,2306601,2306595,2306586,2306589
diabetes,2535668,2535656,2535650,2535689,2535659
energy,2306571,2306583,2306574,2306595,2306580
house,2306595,2306583,2306583,2306583,2306598
medical,2306583,2306574,2306598,2306583,2306574


push
car,4200171,4200171,4200161,4200146,4200151
diabetes,4565471,4565451,4565441,4565506,4565456
energy,4200121,4200141,4200126,4200161,4200136
house,4200161,4200141,4200141,4200141,4200166
medical,4200141,4200126,4200166,4200141,4200126


