pop
car,2306595,2306598,2306592,2306592,2306601
diabetes,2535662,2535674,2535665,2535671,2535671
energy,2306601,2306592,2306586,2306598,2306592
house,2306595,2306592,2306604,2306583,2306625
medical,2306586,2306586,2306580,2306601,2306580


push
car,4200158,4200163,4200153,4200153,4200168
diabetes,4565458,4565478,4565463,4565473,4565473
energy,4200168,4200153,4200143,4200163,4200153
house,4200158,4200153,4200173,4200138,4200208
medical,4200143,4200143,4200133,4200168,4200133


