pop
car,2306586,2306604,2306595,2306592,2306580
diabetes,2535668,2535668,2535671,2535680,2535665
energy,2306595,2306598,2306589,2306586,2306580
house,2306589,2306634,2306601,2306604,2306586
medical,2306580,2306589,2306592,2306604,2306598


push
car,4200143,4200173,4200158,4200153,4200133
diabetes,4565468,4565468,4565473,4565488,4565463
energy,4200158,4200163,4200148,4200143,4200133
house,4200148,4200223,4200168,4200173,4200143
medical,4200133,4200148,4200153,4200173,4200163


