strace_readline/trace/vpython_ds01.txt,1,0.175866,59632,106459,0,4663
strace_readline/trace/vpython_ds02.txt,2,0.20492,59692,106669,0,4663
strace_readline/trace/vpython_ds03.txt,3,0.207115,59638,106480,0,4663
strace_readline/trace/vpython_ds04.txt,4,0.175369,59632,106459,0,4663
strace_readline/trace/vpython_ds05.txt,5,0.151209,59632,106459,0,4663
strace_readline/trace/vpython_ds06.txt,6,0.18675,59632,106459,0,4663
strace_readline/trace/vpython_ds07.txt,7,0.203591,59632,106459,0,4663
strace_readline/trace/vpython_ds08.txt,8,0.197527,59644,106501,0,4663
strace_readline/trace/vpython_ds09.txt,9,0.150505,59872,107299,0,4663
strace_readline/trace/vpython_ds10.txt,10,0.168932,60172,108349,0,4663
strace_readline/trace/vpython_ds11.txt,11,0.195449,62572,116749,0,4663
strace_readline/trace/vpython_ds12.txt,12,0.176022,65572,127249,0,4663
strace_readline/trace/vpython_ds13.txt,13,0.178441,71596,148285,0,4665
strace_readline/trace/vpython_ds14.txt,14,0.191778,83620,190321,0,4667
strace_readline/trace/vpython_ds15.txt,15,0.137715,95656,232375,0,4670
strace_readline/trace/vpython_ds16.txt,16,0.181173,107680,274411,0,4672
strace_readline/trace/vpython_ds17.txt,17,0.143885,119704,316447,0,4674
strace_readline/trace/vpython_ds18.txt,18,0.186087,661288,2208823,0,4806
strace_pandas/trace/vpython_ds01.txt,1,2.438701,976181,1691739,58,63345
strace_pandas/trace/vpython_ds02.txt,2,2.665199,976881,1693119,58,63345
strace_pandas/trace/vpython_ds03.txt,3,2.519127,976251,1691877,58,63345
strace_pandas/trace/vpython_ds04.txt,4,2.404634,976181,1691739,58,63345
strace_pandas/trace/vpython_ds05.txt,5,2.362272,976181,1691739,58,63345
strace_pandas/trace/vpython_ds06.txt,6,2.38311,976416,1692217,59,63350
strace_pandas/trace/vpython_ds07.txt,7,2.649108,976416,1692217,59,63350
strace_pandas/trace/vpython_ds08.txt,8,2.437827,976321,1692015,58,63345
strace_pandas/trace/vpython_ds09.txt,9,2.453182,978997,1697283,58,63345
strace_pandas/trace/vpython_ds10.txt,10,2.585597,982521,1704219,58,63345
strace_pandas/trace/vpython_ds11.txt,11,2.499395,1010697,1759683,58,63345
strace_pandas/trace/vpython_ds12.txt,12,2.699817,1046049,1829211,58,63345
strace_pandas/trace/vpython_ds13.txt,13,2.319551,976035,1691417,58,63347
strace_pandas/trace/vpython_ds14.txt,14,2.472363,976035,1691417,58,63347
strace_pandas/trace/vpython_ds15.txt,15,2.793752,976035,1691417,58,63347
strace_pandas/trace/vpython_ds16.txt,16,2.80314,976035,1691417,58,63347
strace_pandas/trace/vpython_ds17.txt,17,2.706238,976035,1691417,58,63347
strace_pandas/trace/vpython_ds18.txt,18,2.86503,976083,1691489,58,63351
strace_numpy/trace/vpython_ds01.txt,1,2.202624,975585,1690602,57,63326
strace_numpy/trace/vpython_ds02.txt,2,2.212958,976695,1692662,57,63346
strace_numpy/trace/vpython_ds03.txt,3,2.262724,975696,1690808,57,63328
strace_numpy/trace/vpython_ds04.txt,4,2.206222,975585,1690602,57,63326
strace_numpy/trace/vpython_ds05.txt,5,2.18454,975585,1690602,57,63326
strace_numpy/trace/vpython_ds06.txt,6,2.014611,975585,1690602,57,63326
strace_numpy/trace/vpython_ds07.txt,7,2.177151,976425,1692085,58,63360
strace_numpy/trace/vpython_ds08.txt,8,2.214927,975807,1691014,57,63330
strace_numpy/trace/vpython_ds09.txt,9,2.508917,980025,1698842,57,63406
strace_numpy/trace/vpython_ds10.txt,10,2.323562,985575,1709142,57,63506
strace_numpy/trace/vpython_ds11.txt,11,2.323227,1029975,1791542,57,64306
strace_numpy/trace/vpython_ds12.txt,12,2.174074,975347,1690136,57,63327
strace_numpy/trace/vpython_ds13.txt,13,2.460052,975347,1690136,57,63327
strace_numpy/trace/vpython_ds14.txt,14,2.436794,975347,1690136,57,63327
strace_numpy/trace/vpython_ds15.txt,15,2.412525,975347,1690136,57,63327
strace_numpy/trace/vpython_ds16.txt,16,2.209968,975347,1690136,57,63327
strace_numpy/trace/vpython_ds17.txt,17,2.531047,975347,1690136,57,63327
strace_numpy/trace/vpython_ds18.txt,18,2.180836,975395,1690208,57,63331
