timestamp,%cpu_user,%cpu_system
16:11:58,176.5,0.7
16:11:59,96.1,0.8
16:11:59,100.0,0.9
16:12:00,0,0
16:12:00,0,0
16:12:01,0,0
16:12:01,0,0
16:12:02,71.2,0.2
16:12:02,266.7,0.3
16:12:03,160.8,0.5
16:12:04,196.1,0.7
16:12:04,100.0,0.8
16:12:05,98.0,0.9
16:12:05,0,0
16:12:06,0,0
16:12:06,0,0
16:12:07,0,0
16:12:07,67.3,0.2
16:12:08,256.0,0.3
16:12:08,147.1,0.5
16:12:09,200.0,0.7
16:12:09,100.0,0.8
16:12:10,98.0,0.9
16:12:10,0,0
16:12:11,0,0
16:12:11,0,0
16:12:12,0,0
16:12:12,52.9,0.1
16:12:13,256.9,0.3
16:12:13,98.0,0.5
16:12:14,262.7,0.7
16:12:14,98.0,0.8
16:12:15,100.0,0.9
16:12:15,0,0
16:12:16,0,0
16:12:16,0,0
16:12:17,0,0
16:12:17,39.2,0.1
16:12:18,231.4,0.3
16:12:18,100.0,0.4
16:12:19,251.0,0.6
16:12:19,96.1,0.8
16:12:20,100.0,0.8
16:12:20,0,0
16:12:21,0,0
16:12:21,0,0
16:12:22,0,0
16:12:22,9.6,0.1
16:12:23,251.0,0.3
16:12:23,102.0,0.5
16:12:24,254.9,0.7
16:12:24,98.0,0.8
16:12:25,98.0,0.9
16:12:25,0,0
16:12:26,0,0
16:12:26,0,0
16:12:27,0,0
16:12:28,119.6,0.2
16:12:28,209.8,0.4
16:12:29,254.9,0.6
16:12:29,98.0,0.8
16:12:30,100.0,0.8
16:12:30,0,0
16:12:31,0,0
16:12:31,0,0
16:12:32,0,0
16:12:32,19.6,0.1
16:12:33,245.1,0.3
16:12:33,98.0,0.5
16:12:34,260.0,0.7
16:12:34,96.1,0.8
16:12:35,98.0,0.9
16:12:35,100.0,0.0
16:12:36,0,0
16:12:36,0,0
16:12:37,0,0
16:12:37,7.8,0.1
16:12:38,252.9,0.3
16:12:38,98.0,0.5
16:12:39,256.9,0.7
16:12:39,100.0,0.8
16:12:40,98.0,0.8
16:12:40,100.0,1.2
16:12:41,0,0
16:12:41,0,0
16:12:42,0,0
16:12:42,0,0
16:12:43,174.5,0.2
16:12:43,154.9,0.4
16:12:44,256.0,0.6
16:12:44,98.0,0.8
16:12:45,100.0,0.8
16:12:45,96.1,1.0
16:12:46,0,0
16:12:46,0,0
16:12:47,0,0
16:12:47,0,0
16:12:48,54.9,0.1
16:12:48,212.0,0.2
16:12:49,98.1,0.4
16:12:49,100.0,0.4
16:12:50,236.5,0.6
16:12:50,98.0,0.7
16:12:51,98.0,0.8
16:12:51,98.0,0.9
16:12:52,102.0,1.0
16:12:53,0,0
16:12:53,0,0
16:12:54,0,0
16:12:54,0,0
16:12:55,119.6,0.2
16:12:55,215.7,0.3
16:12:56,98.0,0.5
16:12:56,254.9,0.7
16:12:57,98.0,0.8
16:12:57,98.0,0.8
16:12:58,98.0,1.1
16:12:58,0,0
16:12:59,0,0
16:12:59,0,0
16:13:00,0,0
16:13:00,18.0,0.1
16:13:01,254.9,0.3
16:13:01,98.0,0.4
16:13:02,256.9,0.6
16:13:02,98.0,0.7
16:13:03,98.0,0.8
16:13:03,100.0,0.9
16:13:04,98.0,1.5
16:13:04,0,0
16:13:05,0,0
16:13:05,0,0
16:13:06,0,0
16:13:06,50.0,0.2
16:13:07,258.8,0.4
16:13:07,208.0,0.5
16:13:08,143.1,0.7
16:13:08,98.0,0.8
16:13:09,98.0,0.8
16:13:09,100.0,1.3
16:13:10,100.0,1.9
16:13:10,0,0
16:13:11,0,0
16:13:11,0,0
16:13:12,0,0
16:13:12,188.5,0.2
16:13:13,137.3,0.4
16:13:13,256.0,0.6
16:13:14,98.0,0.8
16:13:14,98.0,0.8
16:13:15,98.0,0.9
16:13:15,100.0,1.6
16:13:16,102.0,2.1
16:13:16,0,0
16:13:17,0,0
16:13:17,0,0
16:13:18,0,0
16:13:18,198.1,0.2
16:13:19,133.3,0.4
16:13:19,272.0,0.6
16:13:20,98.0,0.8
16:13:20,100.0,0.8
16:13:21,98.0,0.9
16:13:22,98.0,1.7
16:13:22,100.0,2.3
16:13:23,0,0
16:13:23,0,0
16:13:24,0,0
16:13:24,0,0
16:13:25,56.9,0.2
16:13:25,262.0,0.4
16:13:26,239.2,0.6
16:13:26,111.8,0.8
16:13:27,98.0,0.8
16:13:27,98.0,0.9
16:13:28,102.0,1.6
16:13:28,98.0,2.4
16:13:29,0,0
16:13:29,0,0
16:13:30,0,0
16:13:30,0,0
16:13:31,21.6,0.1
16:13:31,252.9,0.3
16:13:32,100.0,0.4
16:13:32,258.8,0.7
16:13:33,98.0,0.8
16:13:33,98.0,0.8
16:13:34,98.0,1.0
16:13:34,100.0,1.6
16:13:35,102.0,2.3
16:13:35,96.1,2.8
16:13:36,0,0
16:13:36,0,0
16:13:37,0,0
16:13:37,0,0
16:13:38,39.2,0.1
16:13:38,260.0,0.3
16:13:39,98.0,0.5
16:13:39,260.8,0.7
16:13:40,98.0,0.8
16:13:40,100.0,0.8
16:13:41,98.0,1.1
16:13:41,100.0,1.7
16:13:42,100.0,2.4
16:13:42,100.0,2.9
16:13:43,0,0
16:13:43,0,0
16:13:44,0,0
16:13:44,0,0
16:13:45,42.3,0.1
16:13:45,249.0,0.3
16:13:46,134.0,0.5
16:13:46,215.4,0.7
16:13:47,100.0,0.8
16:13:47,98.0,0.9
16:13:48,98.0,1.3
16:13:48,100.0,2.0
16:13:49,102.0,2.7
16:13:49,98.0,3.2
16:13:50,0,0
16:13:50,0,0
16:13:51,0,0
16:13:51,0,0
16:13:52,0,0
16:13:53,0,0



