pop
car,2335673,2335676,2335676,2335661,2335664,2335685,2335655,2335679,2335676,2335673,2335682,2335697,2335664,2335667,2335670,2335700,2335658,2335679,2335655,2335673,2335670,2335661,2335655,2335670,2335685,2335676,2335679,2335661,2335676,2335667,2335688,2335658,2335676,2335673,2335670,2335694,2335667,2335667,2335673,2335673,2335676,2335658,2335694,2335679,2335661,2335679,2335658,2335667,2335664,2335673,2335679,2335673,2335667,2335667,2335676,2335670,2335658,2335676,2335667,2335655,2335670,2335667,2335676,2335673,2335658,2335670,2335691,2335655,2335664,2335661,2335676,2335658,2335682,2335661,2335670,2335676,2335667,2335676,2335676,2335661,2335655,2335658,2335676,2335658,2335658,2335664,2335670,2335667,2335673,2335670,2335661,2335688,2335682,2335661,2335661,2335685,2335682,2335670,2335670,2335667,2335667,2329939,2335673,2335679,2335673,2335664,2335664,2335676,2335694,2335670,2335676,2335670,2335667,2335661,2335676,2335667,2335688,2335676,2335670,2335661,2335664,2335682,2335664,2335667,2335673,2335670,2335655,2335655,2335667,2335661,2335661,2335694,2335664,2335673,2335670,2335658,2335664,2335661,2335685,2335670,2335670,2335667,2335682,2335670,2335661,2335661,2335685,2335664,2335664,2335676,2335667,2335673,2335664,2335664,2335673,2335664,2335667,2335667,2335691,2335685,2335664,2335673,2335655,2335679,2335676,2335670,2335655,2335673,2335682,2335670,2335673,2335658,2335664,2335679,2335688,2335664,2335673,2335670,2335667,2335652,2335670,2335670,2335661,2335658,2335682,2335673,2335670,2335661,2335661,2335673,2335661,2335661,2335673,2335658,2335664,2335667,2335661,2335688,2335655,2335673,2335664
diabetes,2562462,2562471,2562450,2562450,2562462,2562462,2562444,2562477,2562459,2562459,2562447,2562453,2562450,2562462,2562471,2562462,2562483,2562459,2562480,2562456,2562471,2562465,2562450,2562465,2562468,2562465,2562483,2562468,2562456,2562480,2562462,2562459,2562465,2562459,2562462,2562456,2562459,2562480,2562444,2562465,2562453,2562468,2562483,2562453,2562453,2562468,2562465,2562453,2562465,2562465,2562465,2562450,2562465,2562465,2562465,2562453,2562456,2562471,2562462,2562456,2562468,2562456,2562456,2562450,2562459,2562459,2562450,2562477,2562462,2562474,2562459,2562474,2562459,2562459,2562456,2562471,2562459,2562456,2562465,2562462,2562465,2562453,2562456,2562483,2562450,2562453,2562477,2562453,2562465,2562456,2562444,2562480,2562468,2562471,2562456,2562462,2562456,2562468,2562456,2562477,2562465,2562477,2562453,2562459,2562465,2562453,2562462,2562453,2562453,2562477,2562456,2562450,2562456,2562462,2562459,2562465,2562462,2562447,2562468,2562450,2562465,2562468,2562453,2562465,2562456,2562462,2562450,2562456,2562456,2562456,2562462,2562474,2562459,2562456,2562462,2562462,2562468,2562465,2562477,2562471,2562474,2562468,2562456,2562456,2562450,2562462,2562462,2562459,2562450,2562450,2562462,2562459,2562453,2562468,2562450,2562450,2562459,2562474,2562450,2562453,2562468,2562459,2562456,2562480,2562456,2562456,2562456,2562459,2562456,2562453,2562495,2562456,2562450,2562453,2562459,2562453,2562465,2562468,2562468,2562456,2562456,2562462,2562462,2562456,2562444,2562471,2562456,2562459,2562462,2562456,2562468,2562459,2562450,2562450,2562450,2562462,2562462,2562480,2562462,2562456,2562468
energy,2331057,2331069,2331075,2331075,2331072,2331063,2331081,2331075,2331075,2331081,2331069,2331087,2331072,2331063,2331078,2331066,2331087,2331096,2331069,2331081,2331072,2331069,2331078,2331072,2331084,2331063,2331075,2331075,2331063,2331072,2331087,2331078,2331081,2331090,2331084,2331090,2331075,2331072,2331066,2331078,2331072,2331084,2331063,2331093,2331087,2331063,2331075,2331075,2331072,2331072,2331066,2331087,2331078,2331063,2331060,2331066,2331078,2331057,2331063,2331087,2331075,2331063,2331069,2331072,2331081,2331072,2331093,2331066,2331072,2331075,2331063,2331090,2331072,2331078,2331069,2331078,2331078,2331081,2331075,2331069,2331078,2331060,2331069,2331081,2331075,2331069,2331078,2331066,2331093,2331075,2331075,2331087,2331075,2331087,2331087,2331069,2331075,2331063,2331072,2331078,2331072,2331060,2331060,2331075,2331087,2331072,2331060,2331075,2331072,2331069,2331105,2331069,2331084,2331069,2331081,2331078,2331075,2331084,2331063,2331075,2331069,2331060,2331087,2331069,2331060,2331081,2331066,2331081,2331072,2331078,2331063,2331072,2331075,2331087,2331063,2331066,2331072,2331072,2331063,2331072,2331084,2331078,2331066,2331078,2331078,2331069,2331081,2331072,2331075,2331072,2331072,2331078,2331081,2331069,2331075,2331066,2331081,2331075,2331084,2331072,2331081,2331075,2331075,2331093,2331081,2331069,2331069,2331057,2331069,2331099,2331063,2331075,2331090,2331075,2331075,2331057,2331078,2331072,2331072,2331072,2331072,2331093,2331069,2331072,2331072,2331081,2331084,2331081,2331066,2331072,2331096,2331060,2331069,2331096,2331069,2331072,2331060,2331063,2331102,2331066,2331081
house,2347985,2347991,2347985,2347991,2347988,2347976,2347982,2347988,2347979,2347988,2347979,2347988,2347994,2348000,2347994,2347982,2347988,2347985,2347979,2347985,2347973,2347976,2347985,2347967,2347982,2347985,2347976,2347976,2347982,2347985,2347988,2347976,2347994,2347994,2347973,2347976,2347973,2347973,2347985,2347994,2348012,2347979,2348012,2347976,2347985,2347976,2347970,2347979,2347979,2347976,2347982,2347973,2347982,2347991,2347982,2348009,2347985,2347982,2347985,2347982,2347988,2347991,2347979,2348000,2347976,2347985,2347985,2347985,2347970,2347988,2347976,2347976,2347988,2347976,2347985,2347988,2347985,2347991,2347982,2347982,2347973,2348006,2348000,2347985,2347979,2347976,2347991,2347994,2347988,2347976,2347985,2347979,2347976,2348006,2347973,2347979,2347985,2347985,2347985,2347976,2348003,2347985,2347976,2347994,2347979,2347982,2347988,2347979,2347988,2347982,2347976,2347979,2347994,2347979,2347976,2347988,2347976,2347967,2347985,2347988,2347976,2347988,2347994,2347997,2347976,2347991,2347976,2347979,2347976,2347988,2348012,2347982,2347991,2347985,2347979,2347982,2347979,2347991,2347976,2347991,2348006,2347982,2347991,2347979,2348006,2347994,2347988,2348003,2347979,2347976,2347988,2347985,2347994,2347985,2347985,2347979,2347985,2347988,2347988,2347991,2347991,2347979,2347979,2347985,2347979,2347976,2347979,2347991,2347982,2347976,2347988,2348012,2347988,2347994,2347985,2347973,2347985,2347976,2347985,2347988,2347973,2347976,2347979,2347997,2347979,2347976,2347985,2347979,2347982,2347997,2347982,2347976,2347988,2347997,2347976,2347976,2347979,2347973,2347991,2347973,2347994
medical,2329957,2329942,2329954,2329942,2329948,2329939,2329966,2329951,2329972,2329945,2329945,2329954,2329942,2329951,2329966,2329951,2329948,2329945,2329972,2329954,2329945,2329939,2329939,2329936,2329954,2329948,2329960,2329951,2329969,2329948,2329954,2329957,2329948,2329945,2329954,2329951,2329945,2329954,2329960,2329942,2329951,2329954,2329951,2329966,2329957,2329960,2329951,2329963,2329954,2329948,2329966,2329960,2329948,2329966,2329966,2329951,2329948,2329951,2329948,2329945,2329957,2329957,2329945,2329942,2329954,2329948,2329972,2329954,2329960,2329954,2329942,2329948,2329936,2329957,2329954,2329954,2329954,2329942,2329960,2329939,2329945,2329939,2329951,2329945,2329942,2329939,2329942,2329963,2329960,2329960,2329960,2329939,2329945,2329954,2329960,2329939,2329948,2329972,2329954,2329945,2329945,2329945,2329945,2329972,2329945,2329966,2329969,2329978,2329945,2329951,2329948,2329951,2329951,2329948,2329966,2329960,2329978,2329951,2329948,2329954,2329954,2329957,2329951,2329978,2329948,2329957,2329957,2329942,2329948,2329954,2329954,2329948,2329954,2329957,2329966,2329954,2329948,2329948,2329951,2329936,2329942,2329960,2329948,2329951,2329960,2329945,2329948,2329942,2329942,2329942,2329945,2329969,2329948,2329957,2329957,2329963,2329957,2329957,2329948,2329948,2329951,2329960,2329942,2329945,2329948,2329942,2329957,2329945,2329948,2329951,2329942,2329966,2329945,2329951,2329957,2329963,2329960,2329942,2329951,2329948,2329951,2329963,2329939,2329945,2329948,2329966,2329948,2329948,2329951,2329951,2329945,2329939,2329954,2329945,2329942,2329960,2329957,2329942,2329957,2329966
