1.0,1.0,16.0,22.0,31.0,36.0,36.0,38.0,38.0,28.0,16.0,9.0,9.0,9.0,3.0,5.0,3.0,
5.0,10.0,30.0,35.0,44.0,30.0,41.0,31.0,21.0,18.0,12.0,12.0,6.0,4.0,2.0,
5.0,12.0,23.0,22.0,44.0,48.0,46.0,28.0,23.0,18.0,13.0,5.0,5.0,6.0,1.0,2.0,
2.0,7.0,22.0,46.0,45.0,30.0,40.0,38.0,23.0,16.0,6.0,5.0,8.0,7.0,1.0,5.0,
4.0,18.0,24.0,35.0,49.0,34.0,36.0,26.0,19.0,16.0,18.0,5.0,6.0,3.0,5.0,2.0,
1.0,1.0,16.0,22.0,31.0,36.0,36.0,38.0,38.0,28.0,16.0,9.0,9.0,9.0,3.0,5.0,3.0,
5.0,10.0,30.0,35.0,44.0,30.0,41.0,31.0,21.0,18.0,12.0,12.0,6.0,4.0,2.0,
5.0,12.0,23.0,22.0,44.0,48.0,46.0,28.0,23.0,18.0,13.0,5.0,5.0,6.0,1.0,2.0,
2.0,7.0,22.0,46.0,45.0,30.0,40.0,38.0,23.0,16.0,6.0,5.0,8.0,7.0,1.0,5.0,
4.0,18.0,24.0,35.0,49.0,34.0,36.0,26.0,19.0,16.0,18.0,5.0,6.0,3.0,5.0,2.0,
